Client - Matrix:,WATER,,,Sample Type:,REG,REG,REG,REG,REG,REG,REG,REG,REG,REG,REG,REG,REG,REG,REG,REG,REG,REG,REG,REG,REG,REG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Workgroup:,EM2123012,,,ALS Sample number:,EM2123012001,EM2123012002,EM2123012003,EM2123012004,EM2123012005,EM2123012006,EM2123012007,EM2123012008,EM2123012009,EM2123012010,EM2123012011,EM2123012012,EM2123012013,EM2123012014,EM2123012015,EM2123012016,EM2123012017,EM2123012018,EM2123012019,EM2123012020,EM2123012021,EM2123012022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Project name/number:,HCHB - Phase 1,,,Sample date:,16/11/2021,16/11/2021,17/11/2021,17/11/2021,17/11/2021,17/11/2021,16/11/2021,16/11/2021,16/11/2021,17/11/2021,16/11/2021,16/11/2021,16/11/2021,16/11/2021,16/11/2021,16/11/2021,16/11/2021,16/11/2021,16/11/2021,16/11/2021,16/11/2021,16/11/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QC - Matrix:,WATER,,,Sample Type:,MB,MB,LCS,LCS,DUP,DUP,MS,MS,DUP,MB,MB,LCS,LCS,LCS,LCS,DUP,DUP,DUP,DUP,MB,MB,LCS,LCS,DUP,DUP,DUP,DUP,MB,MB,LCS,LCS,DUP,DUP,DUP,DUP,DUP,DUP,DUP,DUP,LCS,LCS,MB,MB,MB,LCS,LCS,LCS,LCS,LCS,LCS,DUP,DUP,DUP,MS,MS,DUP,DUP,LCS,LCS,DUP,DUP,MS,MS,DUP,LCS,LCS,LCS,MS,MS,DUP,LCS,LCS,DUP,DUP,MS,MS,DUP,DUP,MB,MB,LCS,LCS,DUP,DUP,MS,MS,DUP,DUP,MB,LCS,DUP,MS,MS,MS,MS,MB,MB,LCS,LCS,DUP,DUP,MS,MS,DUP,DUP,MB,MB,MB,MB,LCS,LCS,LCS,LCS,DUP,DUP,DUP,DUP,MS,MS,MS,MS,DUP,DUP,MB,MB,MB,LCS,LCS,REG,REG,REG,REG,REG,REG,REG,REG,REG,REG,REG,REG,REG,REG,REG,REG,REG,REG,REG,REG,REG,REG
Workgroup:,EM2123012,,,ALS Sample number:,QC-MRG2-4026287001,QC-MRG3-4026285001,QC-4026286-002,QC-4026288-002,QC-4026286-004,QC-4026288-004,QC-4026286-006,QC-4026288-006,QC-4026286-015,QC-4030114-001,QC-MRG5-4032889001,QC-4030114-002,QC-MRG2-4032890002,QC-4030114-003,QC-4032890-003,QC-4030114-005,QC-MRG3-4032889005,QC-4030114-016,QC-4032890-016,QC-4030114-026,QC-MRG2-4032889027,QC-4030114-027,QC-4032890-027,QC-4030114-029,QC-4032890-029,QC-4030114-040,QC-4032890-040,QC-4023849-001,QC-4023850-001,QC-4023849-002,QC-4023850-002,QC-4023849-004,QC-4023850-004,QC-4023849-014,QC-4023850-014,QC-4030457-004,QC-MRG4-4030461005,QC-4030457-015,QC-MRG3-4030458015,QC-4030457-001,QC-4030458-001,QC-MRG2-4023527001,QC-MRG4-4023523001,QC-MRG5-4023518001,QC-4023524-002,QC-4023528-002,QC-MRG2-4023519002,QC-4023524-003,QC-4023528-003,QC-MRG2-4023519003,QC-MRG2-4023523004,QC-MRG2-4023527004,QC-MRG3-4023518004,QC-4023524-007,QC-MRG2-4023519007,QC-4023520-015,QC-MRG2-4023524015,QC-4023521-002,QC-4023525-002,QC-MRG2-4023521004,QC-MRG2-4023525004,QC-4023521-006,QC-4023525-006,QC-MRG2-4023523015,QC-4023527-002,QC-MRG2-4023518002,QC-MRG2-4023523002,QC-4023518-006,QC-4023523-006,QC-MRG2-4023518015,QC-4026285-002,QC-4026287-002,QC-4026285-004,QC-4026287-004,QC-4026285-006,QC-4026287-006,QC-4026285-015,QC-4026287-015,QC-4024550-001,QC-MRG2-4024548001,QC-4024550-002,QC-MRG2-4024548002,QC-4024548-004,QC-MRG2-4024550004,QC-4024548-006,QC-4024550-006,QC-MRG2-4024547015,QC-MRG2-4024550015,QC-MRG2-4024546001,QC-MRG2-4024546002,QC-MRG2-4024547004,QC-4024549-006,QC-MRG2-4024547006,QC-4023522-006,QC-4023526-006,QC-4025913-001,QC-4028479-001,QC-4025913-002,QC-4028479-002,QC-4025913-004,QC-4028479-004,QC-4025913-006,QC-4028479-006,QC-4025913-015,QC-4028479-015,QC-4025912-001,QC-4025914-001,QC-4028478-001,QC-4028480-001,QC-4025912-002,QC-4025914-002,QC-4028478-002,QC-4028480-002,QC-4025912-004,QC-4025914-004,QC-4028478-004,QC-4028480-004,QC-4025912-006,QC-4025914-006,QC-4028478-006,QC-4028480-006,QC-4025912-015,QC-4028478-015,QC-4032720-001,QC-4032727-001,QC-4032728-001,QC-4032727-002,QC-4032728-002,EM2122851001,EM2122899001,EM2122954001,EM2122954002,EM2122954006,EM2122961002,EM2122961001,EM2122997013,EM2122954007,EM2122954011,EM2122954014,EM2122954016,EM2123035002,EM2123043003,EM2123064002,EM2123050001,EM2123063001,EM2123095002,EM2123097001,EM2122731001,EM2122731002,EM2122731010
,,,,Sample date:,19/11/2021,19/11/2021,19/11/2021,19/11/2021,16/11/2021,16/11/2021,16/11/2021,16/11/2021,17/11/2021,23/11/2021,24/11/2021,23/11/2021,24/11/2021,23/11/2021,24/11/2021,16/11/2021,17/11/2021,16/11/2021,17/11/2021,23/11/2021,24/11/2021,23/11/2021,24/11/2021,17/11/2021,17/11/2021,17/11/2021,17/11/2021,18/11/2021,18/11/2021,18/11/2021,18/11/2021,17/11/2021,16/11/2021,16/11/2021,16/11/2021,16/11/2021,18/11/2021,16/11/2021,17/11/2021,23/11/2021,23/11/2021,18/11/2021,18/11/2021,18/11/2021,18/11/2021,18/11/2021,18/11/2021,18/11/2021,18/11/2021,18/11/2021,16/11/2021,16/11/2021,16/11/2021,17/11/2021,16/11/2021,17/11/2021,17/11/2021,18/11/2021,18/11/2021,16/11/2021,16/11/2021,16/11/2021,16/11/2021,16/11/2021,18/11/2021,18/11/2021,18/11/2021,16/11/2021,17/11/2021,17/11/2021,19/11/2021,19/11/2021,8/11/2021,16/11/2021,8/11/2021,16/11/2021,8/11/2021,16/11/2021,19/11/2021,19/11/2021,19/11/2021,19/11/2021,14/11/2021,16/11/2021,16/11/2021,16/11/2021,16/11/2021,16/11/2021,19/11/2021,19/11/2021,16/11/2021,16/11/2021,16/11/2021,16/11/2021,16/11/2021,22/11/2021,22/11/2021,19/11/2021,22/11/2021,16/11/2021,16/11/2021,16/11/2021,16/11/2021,17/11/2021,16/11/2021,19/11/2021,19/11/2021,22/11/2021,22/11/2021,19/11/2021,22/11/2021,22/11/2021,22/11/2021,15/11/2021,17/11/2021,8/11/2021,16/11/2021,15/11/2021,17/11/2021,8/11/2021,17/11/2021,16/11/2021,8/11/2021,24/11/2021,24/11/2021,24/11/2021,24/11/2021,24/11/2021,17/11/2021,17/11/2021,15/11/2021,15/11/2021,16/11/2021,16/11/2021,16/11/2021,14/11/2021,16/11/2021,16/11/2021,17/11/2021,17/11/2021,17/11/2021,17/11/2021,18/11/2021,17/11/2021,16/11/2021,17/11/2021,17/11/2021,8/11/2021,8/11/2021,8/11/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Analyte grouping/Analyte,CAS Number,Units,LOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EA015: Total Dissolved Solids dried at 180 ± 5 °C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Dissolved Solids @180°C,,mg/L,10,,,,,,,,,,,<10,<10,101,97,96,99.3,67600,206,78600,9910,<10,<10,96.9,91.8,1420,53200,14300,1040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298,----,----,----,----,----,----,----,----,----,----,9360,1380,944,----,14100,----,----,----,----,----,----
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EA045: Turbidity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turbidity,,NTU,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.1,<0.1,100,100,3.3,14.7,14,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,----,3.2,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ED037P: Alkalinity by PC Titrator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hydroxide Alkalinity as CaCO3,DMO-210-001,mg/L,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,<1,<1,<1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,----,----,----,----,----,----,----,----,----,----,----,----,----,----,<1,----,----,<1,----,----,----,----
Carbonate Alkalinity as CaCO3,3812-32-6,mg/L,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,<1,10,<1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,----,----,----,----,----,----,----,----,----,----,----,----,----,----,<1,----,----,<1,----,----,----,----
Bicarbonate Alkalinity as CaCO3,71-52-3,mg/L,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219,18,186,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,----,----,----,----,----,----,----,----,----,----,----,----,----,----,17,----,----,153,----,----,----,----
Total Alkalinity as CaCO3,,mg/L,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,18,196,154,99.3,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,----,----,----,----,----,----,----,----,----,----,----,----,----,----,17,----,----,153,----,----,----,----
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ED045G: Chloride by Discrete Analyser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chloride,16887-00-6,mg/L,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,<1,<1,97.6,103,104,102,104,105,34300,36200,8570,ND,ND,5440,23800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,----,----,----,----,9100,----,----,----,12800,----,5470,----,----,----,----,----,----,----,----,----,----,----
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EG052G: Silica by Discrete Analyser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reactive Silica,,mg/L,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.05,<0.05,,,,,,,,,,,,,,104,109,2.36,0.97,88.7,90.7,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EK055G-SW: Ammonia as N by Discrete Analyser in Saline Water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ammonia as N,7664-41-7,mg/L,0.02,,<0.02,<0.02,97.2,110,<0.02,0.16,104,80.2,<0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EK057G:  Nitrite as N by Discrete Analyser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nitrite as N,14797-65-0,mg/L,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.01,<0.01,<0.01,,,,,,,<0.01,<0.01,<0.02,,,,,,,,,,,<0.01,100,99.8,100,106,103,<0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,----,----,----,----,<0.02,----,----,----,<0.02,----,----,<0.01,----,----,----,----,----,----,----,----,----,----
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EK059G:  Nitrite plus Nitrate as N (NOx)  by Discrete Analyser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nitrite + Nitrate as N,,mg/L,0.01,,<0.01,<0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,115,33.8,0.03,ND,90.4,30.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,33.2,45.2,31.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EK061G: Total Kjeldahl Nitrogen By Discrete Analyser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Kjeldahl Nitrogen as N,,mg/L,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.1,<0.1,88.8,93.8,0.8,0.1,105,118,0.9,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,----,----,----,----,----,----,----,0.3,----,----,----,----,----,----,----,----,0.1,----,----,----,----,----
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EK067G: Total Phosphorus as P by Discrete Analyser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Phosphorus as P,,mg/L,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.01,,96,,0.01,,,0.01,<0.01,<0.01,98.1,20.4,66.2,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,----,----,----,----,----,0.21,25.4,----,----,----,----,----,----,----,----,----,<0.01,----,----,----,----,----
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EK071G: Reactive Phosphorus as P by discrete analyser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reactive Phosphorus as P,14265-44-2,mg/L,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.01,<0.01,,,,,,,,,,,,,<0.01,,,<0.01,<0.01,,,,,96.5,96.7,,,,,,,,,,,,,,,,,,,,,,,,,,,87.9,88.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EP002: Dissolved Organic Carbon (DOC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissolved Organic Carbon,,mg/L,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,<1,110,96.6,14,25,101,87.3,23,39,,,,,,,,,,,,,,,,,,,,,,,,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EP005: Total Organic Carbon (TOC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Organic Carbon,,mg/L,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,<1,<1,<1,108,99.7,97,96.2,1,26,5,33,109,122,104,110,460,5,,,,,,----,----,<1,9,----,----,----,----,----,382,----,----,----,----,----,----,----,----,260,5,7,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EP008: Chlorophyll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chlorophyll a,,mg/m³,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,<1,95,93.8,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----
Chlorophyll b,,mg/m³,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,,,,,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----
Pheophytin a,,mg/m³,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,<1,,,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----
