siteCode,siteLatitude,siteLongitude,siteID,siteDate,plantsPresent,siteAccess,Seasonal.Sample::bagNumber,Seasonal.Sample::biomassDW,Seasonal.Sample::seedCountR_megacarpa,Seasonal.Sample::seedCountR_tuberosa,Seasonal.Sample::flowerCountAlthenia,Seasonal.Sample::flowerCountRuppia,Seasonal.Sample::fruitCountRuppia,Seasonal.Sample::shootCount,Seasonal.Sample::turionT2Count,Seasonal.Sample::turionT1Count
,,,,,,,541,,,,,,,,,
,,,,,,,542,,,,,,,,,
,,,,,,,543,,,,,,,,,
,,,,,,,544,,,,,,,,,
,,,,,,,545,,,,,,,,,
,,,,,,,546,,,,,,,,,
A–547,-35.912655,139.417045,A81694B3-7BDA-4A82-9461-98782ECCB7F3,2020-10-14,1,Boat,547,,,,,,,,,
,,,,,,,548,,,,,,,,,
,,,,,,,549,,,,,,,,,
,,,,,,,550,,,,,,,,,
,,,,,,,451,,,,,,,,,
,,,,,,,452,,,,,,,,,
,,,,,,,453,,,,,,,,,
,,,,,,,454,,,,,,,,,
,,,,,,,455,,,,,,,,,
,,,,,,,456,,,,,,,,,
,,,,,,,457,,,,,,,,,
,,,,,,,458,,,,,,,,,
,,,,,,,459,,,,,,,,,
,,,,,,,460,,,,,,,,,
,,,,,,,461,,,,,,,,,
A–556,-36.109809,139.615686,3445123B-B0CF-4825-8D31-56710395A2CB,2020-10-14,1,Boat,556,,,,,,,,,
,,,,,,,557,,,,,,,,,
,,,,,,,558,,,,,,,,,
,,,,,,,559,,,,,,,,,
,,,,,,,560,,,,,,,,,
,,,,,,,561,,,,,,,,,
,,,,,,,562,,,,,,,,,
,,,,,,,563,,,,,,,,,
,,,,,,,564,,,,,,,,,
,,,,,,,565,,,,,,,,,
,,,,,,,566,,,,,,,,,
,,,,,,,567,,,,,,,,,
,,,,,,,568,,,,,,,,,
,,,,,,,569,,,,,,,,,
,,,,,,,570,,,,,,,,,
A–571,-36.103104,139.609524,F73D87C9-67A1-40FB-B6F0-223F6AAD226F,2020-10-14,1,Boat,571,,,,,,,,,
,,,,,,,572,,,,,,,,,
,,,,,,,573,,,,,,,,,
,,,,,,,574,,,,,,,,,
,,,,,,,575,,,,,,,,,
,,,,,,,576,,,,,,,,,
,,,,,,,577,,,,,,,,,
,,,,,,,578,,,,,,,,,
,,,,,,,579,,,,,,,,,
,,,,,,,580,,,,,,,,,
,,,,,,,581,,,,,,,,,
,,,,,,,582,,,,,,,,,
,,,,,,,583,,,,,,,,,
,,,,,,,584,,,,,,,,,
,,,,,,,585,,,,,,,,,
A–600,-36.103522,139.612432,4302E3E0-89D4-41AE-83E1-C695820EEEBA,2020-10-14,1,Boat,600,,,,,,,,,
,,,,,,,596,,,,,,,,,
,,,,,,,599,,,,,,,,,
,,,,,,,597,,,,,,,,,
,,,,,,,598,,,,,,,,,
,,,,,,,595,,,,,,,,,
,,,,,,,594,,,,,,,,,
,,,,,,,593,,,,,,,,,
,,,,,,,592,,,,,,,,,
,,,,,,,591,,,,,,,,,
,,,,,,,590,,,,,,,,,
,,,,,,,589,,,,,,,,,
,,,,,,,588,,,,,,,,,
,,,,,,,587,,,,,,,,,
,,,,,,,586,,,,,,,,,
A–605,-36.014343,139.561101,5C0DA9B5-E20F-4ABD-89B3-CB09DCB04191,2020-10-14,1,Ambulatory,605,,,,,,,,,
,,,,,,,604,,,,,,,,,
,,,,,,,603,,,,,,,,,
,,,,,,,602,,,,,,,,,
,,,,,,,601,,,,,,,,,
,,,,,,,900,,,,,,,,,
,,,,,,,899,,,,,,,,,
,,,,,,,898,,,,,,,,,
,,,,,,,897,,,,,,,,,
,,,,,,,896,,,,,,,,,
,,,,,,,895,,,,,,,,,
,,,,,,,894,,,,,,,,,
,,,,,,,893,,,,,,,,,
,,,,,,,892,,,,,,,,,
,,,,,,,891,,,,,,,,,
A–631,-36.030817,139.569043,ACE63D19-1517-4BF8-B6C7-9319F03E9F02,2020-10-14,1,Ambulatory,631,,,,,,,,,
,,,,,,,630,,,,,,,,,
,,,,,,,629,,,,,,,,,
,,,,,,,628,,,,,,,,,
,,,,,,,627,,,,,,,,,
,,,,,,,626,,,,,,,,,
,,,,,,,625,,,,,,,,,
,,,,,,,624,,,,,,,,,
,,,,,,,623,,,,,,,,,
,,,,,,,622,,,,,,,,,
,,,,,,,621,,,,,,,,,
,,,,,,,620,,,,,,,,,
,,,,,,,619,,,,,,,,,
,,,,,,,618,,,,,,,,,
,,,,,,,617,,,,,,,,,
A–646,-36.031798,139.569254,1CD2B0F8-492B-440F-B7D7-C05CDBD50198,2020-10-14,1,Ambulatory,646,,,,,,,,,
,,,,,,,645,,,,,,,,,
,,,,,,,644,,,,,,,,,
,,,,,,,643,,,,,,,,,
,,,,,,,642,,,,,,,,,
,,,,,,,641,,,,,,,,,
,,,,,,,640,,,,,,,,,
,,,,,,,639,,,,,,,,,
,,,,,,,638,,,,,,,,,
,,,,,,,637,,,,,,,,,
,,,,,,,636,,,,,,,,,
,,,,,,,635,,,,,,,,,
,,,,,,,634,,,,,,,,,
,,,,,,,633,,,,,,,,,
,,,,,,,632,,,,,,,,,
A–662,-35.980102,139.528511,01CEAD2A-052F-4F21-91D8-9C5284800706,2020-10-15,1,Ambulatory,662,,,,,,,,,
,,,,,,,663,,,,,,,,,
,,,,,,,664,,,,,,,,,
,,,,,,,665,,,,,,,,,
,,,,,,,666,,,,,,,,,
,,,,,,,676,,,,,,,,,
,,,,,,,675,,,,,,,,,
,,,,,,,674,,,,,,,,,
,,,,,,,673,,,,,,,,,
,,,,,,,671,,,,,,,,,
,,,,,,,672,,,,,,,,,
,,,,,,,670,,,,,,,,,
,,,,,,,669,,,,,,,,,
,,,,,,,667,,,,,,,,,
,,,,,,,668,,,,,,,,,
A–677,-35.979116,139.528065,2A654377-09ED-4C1B-A305-EFA680F05D7B,2020-10-15,1,Ambulatory,677,,,,,,,,,
,,,,,,,678,,,,,,,,,
,,,,,,,679,,,,,,,,,
,,,,,,,680,,,,,,,,,
,,,,,,,681,,,,,,,,,
,,,,,,,682,,,,,,,,,
,,,,,,,683,,,,,,,,,
,,,,,,,684,,,,,,,,,
,,,,,,,685,,,,,,,,,
,,,,,,,686,,,,,,,,,
,,,,,,,687,,,,,,,,,
,,,,,,,688,,,,,,,,,
,,,,,,,689,,,,,,,,,
,,,,,,,691,,,,,,,,,
,,,,,,,690,,,,,,,,,
A–704,-35.980954,139.530692,E210A79D-D70D-4484-812B-B9D9108F4B62,2020-10-15,1,Ambulatory,704,,,,,,,,,
,,,,,,,703,,,,,,,,,
,,,,,,,702,,,,,,,,,
,,,,,,,701,,,,,,,,,
,,,,,,,657,,,,,,,,,
,,,,,,,656,,,,,,,,,
,,,,,,,655,,,,,,,,,
,,,,,,,654,,,,,,,,,
,,,,,,,653,,,,,,,,,
,,,,,,,652,,,,,,,,,
,,,,,,,651,,,,,,,,,
,,,,,,,661,,,,,,,,,
,,,,,,,660,,,,,,,,,
,,,,,,,659,,,,,,,,,
,,,,,,,658,,,,,,,,,
A–719,-35.981203,139.531593,CF639E5A-F9A8-476D-B01E-DBC9903D78C0,2020-10-15,1,Ambulatory,719,,,,,,,,,
,,,,,,,718,,,,,,,,,
,,,,,,,717,,,,,,,,,
,,,,,,,716,,,,,,,,,
,,,,,,,715,,,,,,,,,
,,,,,,,714,,,,,,,,,
,,,,,,,713,,,,,,,,,
,,,,,,,712,,,,,,,,,
,,,,,,,711,,,,,,,,,
,,,,,,,710,,,,,,,,,
,,,,,,,709,,,,,,,,,
,,,,,,,708,,,,,,,,,
,,,,,,,707,,,,,,,,,
,,,,,,,706,,,,,,,,,
,,,,,,,705,,,,,,,,,
A–734,-35.98167,139.532304,311670E3-256C-4966-B545-4968FF7855A5,2020-10-15,1,Ambulatory,734,,,,,,,,,
,,,,,,,733,,,,,,,,,
,,,,,,,732,,,,,,,,,
,,,,,,,731,,,,,,,,,
,,,,,,,730,,,,,,,,,
,,,,,,,729,,,,,,,,,
,,,,,,,728,,,,,,,,,
,,,,,,,727,,,,,,,,,
,,,,,,,726,,,,,,,,,
,,,,,,,725,,,,,,,,,
,,,,,,,724,,,,,,,,,
,,,,,,,723,,,,,,,,,
,,,,,,,722,,,,,,,,,
,,,,,,,721,,,,,,,,,
,,,,,,,720,,,,,,,,,
A–749,-35.982156,139.532909,5A2C0F17-4CAC-4E2F-A77D-9307AEC0AB08,2020-10-15,1,Ambulatory,749,,,,,,,,,
,,,,,,,748,,,,,,,,,
,,,,,,,747,,,,,,,,,
,,,,,,,746,,,,,,,,,
,,,,,,,745,,,,,,,,,
,,,,,,,744,,,,,,,,,
,,,,,,,743,,,,,,,,,
,,,,,,,742,,,,,,,,,
,,,,,,,741,,,,,,,,,
,,,,,,,739,,,,,,,,,
,,,,,,,740,,,,,,,,,
,,,,,,,738,,,,,,,,,
,,,,,,,737,,,,,,,,,
,,,,,,,736,,,,,,,,,
,,,,,,,735,,,,,,,,,
A–751,-36.015081,139.561047,13A9B091-FADE-4BC8-B749-5F4E02FA1489,2020-10-14,1,Ambulatory,751,,,,,,,,,
,,,,,,,752,,,,,,,,,
,,,,,,,753,,,,,,,,,
,,,,,,,754,,,,,,,,,
,,,,,,,616,,,,,,,,,
,,,,,,,615,,,,,,,,,
,,,,,,,614,,,,,,,,,
,,,,,,,613,,,,,,,,,
,,,,,,,612,,,,,,,,,
,,,,,,,611,,,,,,,,,
,,,,,,,610,,,,,,,,,
,,,,,,,609,,,,,,,,,
,,,,,,,608,,,,,,,,,
,,,,,,,607,,,,,,,,,
,,,,,,,606,,,,,,,,,
A–770,-36.015779,139.561278,B5AE238E-0079-4BA7-80AB-0B674273CFF3,2020-10-14,1,Ambulatory,770,,,,,,,,,
,,,,,,,769,,,,,,,,,
,,,,,,,768,,,,,,,,,
,,,,,,,767,,,,,,,,,
,,,,,,,765,,,,,,,,,
,,,,,,,764,,,,,,,,,
,,,,,,,763,,,,,,,,,
,,,,,,,762,,,,,,,,,
,,,,,,,761,,,,,,,,,
,,,,,,,760,,,,,,,,,
,,,,,,,759,,,,,,,,,
,,,,,,,758,,,,,,,,,
,,,,,,,757,,,,,,,,,
,,,,,,,756,,,,,,,,,
,,,,,,,755,,,,,,,,,
A–785,-36.023534,139.568326,7704087A-6363-4B99-83A4-E2C155758510,2020-10-14,1,Ambulatory,785,,,,,,,,,
,,,,,,,782,,,,,,,,,
,,,,,,,783,,,,,,,,,
,,,,,,,784,,,,,,,,,
,,,,,,,781,,,,,,,,,
,,,,,,,780,,,,,,,,,
,,,,,,,779,,,,,,,,,
,,,,,,,778,,,,,,,,,
,,,,,,,777,,,,,,,,,
,,,,,,,776,,,,,,,,,
,,,,,,,775,,,,,,,,,
,,,,,,,774,,,,,,,,,
,,,,,,,773,,,,,,,,,
,,,,,,,772,,,,,,,,,
,,,,,,,771,,,,,,,,,
A–799,-36.024179,139.56867,5807E284-BF0C-4047-89DC-6113145B6B23,2020-10-14,1,Ambulatory,799,0,0,0,0,0,0,0,0,0
,,,,,,,800,0,0,1,0,0,0,0,0,0
,,,,,,,798,0.33796,0,,0,0,0,171,0,2
,,,,,,,797,0,0,0,0,0,0,0,0,0
,,,,,,,796,0,0,2,0,0,0,0,0,0
,,,,,,,795,0,0,1,0,0,0,0,0,0
,,,,,,,794,0,0,0,0,0,0,0,0,0
,,,,,,,793,0.09848,0,0,0,0,0,164,0,0
,,,,,,,792,0,0,0,0,0,0,0,0,0
,,,,,,,791,0,1,0,0,0,0,0,0,0
,,,,,,,789,0,0,0,0,0,0,0,0,0
,,,,,,,788,0,0,0,0,0,0,0,0,0
,,,,,,,787,0,0,0,0,0,0,0,0,0
,,,,,,,786,0,0,0,0,0,0,0,0,0
,,,,,,,790,0,0,0,0,0,0,0,0,0
A–801,-36.008478,139.556966,BA292714-C643-4053-AC1D-0B36FA6CB0E1,2020-10-14,1,Ambulatory,801,,,,,,,,,
,,,,,,,850,,,,,,,,,
,,,,,,,849,,,,,,,,,
,,,,,,,848,,,,,,,,,
,,,,,,,847,,,,,,,,,
,,,,,,,846,,,,,,,,,
,,,,,,,845,,,,,,,,,
,,,,,,,844,,,,,,,,,
,,,,,,,843,,,,,,,,,
,,,,,,,842,,,,,,,,,
,,,,,,,841,,,,,,,,,
,,,,,,,840,,,,,,,,,
,,,,,,,839,,,,,,,,,
,,,,,,,838,,,,,,,,,
,,,,,,,837,,,,,,,,,
A–805,-35.99517,139.535708,3C6FFC36-DAE3-4442-A4FC-B02ACC625F2E,2020-10-14,1,Ambulatory,805,0.05208,0,0,0,0,0,53,0,0
,,,,,,,804,0.53741,0,1,0,0,0,173,0,10
,,,,,,,803,0.24803,0,1,0,0,0,159,0,5
,,,,,,,890,0.10237,0,0,0,0,0,57,0,9
,,,,,,,889,0.30198,0,0,0,0,0,74,0,27
,,,,,,,888,0.16786,0,1,0,0,0,104,0,3
,,,,,,,887,0.14771,0,0,0,0,0,90,0,0
,,,,,,,886,0.20575,0,2,0,0,0,31,0,0
,,,,,,,885,0.16672,0,1,0,0,0,93,0,3
,,,,,,,884,0.19063,0,1,0,0,0,40,0,0
,,,,,,,883,0.03489,0,7,0,0,0,17,0,0
,,,,,,,882,0.09501,0,1,0,0,0,72,0,0
,,,,,,,881,0.26048,0,43,0,0,0,81,0,9
,,,,,,,880,0.32449,0,1,0,0,0,39,0,0
,,,,,,,802,0.26831,0,0,0,0,0,68,0,1
A–819,-35.995412,139.535237,8FA3BC11-EAC8-4731-ACB1-C71BF45DA22D,2020-10-14,1,Ambulatory,819,0.14952,0,0,0,0,0,83,0,0
,,,,,,,820,0.1371,0,9,0,0,0,39,0,0
,,,,,,,818,0.31043,1,0,0,0,0,165,0,0
,,,,,,,817,0.21137,0,12,0,0,0,720,0,
,,,,,,,816,0.09168,0,0,0,0,0,69,0,0
,,,,,,,815,0.32865,0,0,0,0,0,113,0,0
,,,,,,,814,0,0,34,0,0,0,0,0,0
,,,,,,,813,0.10257,0,0,0,0,0,15,0,0
,,,,,,,812,0.12207,0,2,0,0,0,32,0,0
,,,,,,,811,0.30651,0,0,0,0,0,127,0,0
,,,,,,,810,0.24359,0,1,0,0,0,95,0,9
,,,,,,,809,0.20993,0,0,0,0,0,51,0,0
,,,,,,,808,0.3632,0,0,0,0,0,73,0,0
,,,,,,,807,0.07998,0,0,0,0,0,61,0,0
,,,,,,,806,0.08043,0,0,0,0,0,46,0,0
A–836,-36.008085,139.55642,24BC2BCE-12AB-4EE0-96F0-6647ED2F5231,2020-10-14,1,Ambulatory,836,,,,,,,,,
,,,,,,,835,,,,,,,,,
,,,,,,,834,,,,,,,,,
,,,,,,,833,,,,,,,,,
,,,,,,,832,,,,,,,,,
,,,,,,,831,,,,,,,,,
,,,,,,,830,,,,,,,,,
,,,,,,,829,,,,,,,,,
,,,,,,,827,,,,,,,,,
,,,,,,,826,,,,,,,,,
,,,,,,,825,,,,,,,,,
,,,,,,,824,,,,,,,,,
,,,,,,,823,,,,,,,,,
,,,,,,,822,,,,,,,,,
,,,,,,,821,,,,,,,,,
A–851,-35.983108,139.533086,7E96C467-FABA-4F8A-8E52-971D38B01EED,2020-10-15,1,Ambulatory,851,,,,,,,,,
,,,,,,,852,,,,,,,,,
,,,,,,,852.1,,,,,,,,,
,,,,,,,854,,,,,,,,,
,,,,,,,854.1,,,,,,,,,
,,,,,,,856,,,,,,,,,
,,,,,,,857,,,,,,,,,
,,,,,,,858,,,,,,,,,
,,,,,,,859,,,,,,,,,
,,,,,,,860,,,,,,,,,
,,,,,,,861,,,,,,,,,
,,,,,,,862,,,,,,,,,
,,,,,,,863,,,,,,,,,
,,,,,,,864,,,,,,,,,
,,,,,,,750,,,,,,,,,
A–879,-35.994901,139.536073,F8B44A0A-3FE3-4F09-A84A-F4D3AC0BD2B6,2020-10-14,1,Ambulatory,879,0.23924,0,7,0,0,0,89,0,3
,,,,,,,878,0.24939,0,8,0,0,0,42,0,0
,,,,,,,877,0.18436,0,1,0,0,0,73,0,2
,,,,,,,876,0.10424,0,0,0,0,0,49,0,0
,,,,,,,875,0.0877,0,4,0,0,0,22,0,0
,,,,,,,874,0.25236,0,3,0,0,0,73,0,0
,,,,,,,873,0.23892,0,3,0,0,0,128,0,6
,,,,,,,870,0.4689,0,24,0,0,0,87,0,5
,,,,,,,871,0.06241,0,28,0,0,0,54,0,0
,,,,,,,872,0.16317,0,1,0,0,0,51,0,0
,,,,,,,865,0.25365,0,0,0,0,0,71,0,0
,,,,,,,869,0.0751,0,2,0,0,0,23,0,3
,,,,,,,868,0.11646,0,7,0,0,0,49,0,3
,,,,,,,866,0.18415,0,2,0,0,0,27,0,0
,,,,,,,867,0.0913,0,0,0,0,0,25,0,5
A–954,-35.781496,139.285504,A649138F-5A55-49F1-B8D2-5FC880624CB4,2020-10-16,1,Ambulatory,954,,,,,,,,,
,,,,,,,955,,,,,,,,,
,,,,,,,956,,,,,,,,,
,,,,,,,957,,,,,,,,,
,,,,,,,958,,,,,,,,,
,,,,,,,959,,,,,,,,,
,,,,,,,960,,,,,,,,,
,,,,,,,961,,,,,,,,,
,,,,,,,962,,,,,,,,,
,,,,,,,963,,,,,,,,,
,,,,,,,964,,,,,,,,,
,,,,,,,965,,,,,,,,,
,,,,,,,966,,,,,,,,,
,,,,,,,967,,,,,,,,,
,,,,,,,968,,,,,,,,,
A–1010,-36.089319,139.575883,633351B0-F98F-4A09-A7FE-FD2BAB3429ED,2020-10-14,1,Boat,1010,,,,,,,,,
,,,,,,,1011,,,,,,,,,
,,,,,,,1012,,,,,,,,,
,,,,,,,1013,,,,,,,,,
,,,,,,,1014,,,,,,,,,
,,,,,,,1015,,,,,,,,,
,,,,,,,1016,,,,,,,,,
,,,,,,,1017,,,,,,,,,
,,,,,,,1018,,,,,,,,,
,,,,,,,1019,,,,,,,,,
,,,,,,,1020,,,,,,,,,
,,,,,,,1021,,,,,,,,,
,,,,,,,1022,,,,,,,,,
,,,,,,,1023,,,,,,,,,
,,,,,,,1024,,,,,,,,,
A–1025,-36.077118,139.569818,75AA28DC-FF2A-4514-81B7-F1726EFCB2C1,2020-10-14,1,Boat,1025,,,,,,,,,
,,,,,,,1026,,,,,,,,,
,,,,,,,1027,,,,,,,,,
,,,,,,,1028,,,,,,,,,
,,,,,,,1029,,,,,,,,,
,,,,,,,1030,,,,,,,,,
,,,,,,,1031,,,,,,,,,
,,,,,,,1032,,,,,,,,,
,,,,,,,1033,,,,,,,,,
,,,,,,,1034,,,,,,,,,
,,,,,,,1035,,,,,,,,,
,,,,,,,1036,,,,,,,,,
,,,,,,,1037,,,,,,,,,
,,,,,,,1038,,,,,,,,,
,,,,,,,1039,,,,,,,,,
A–1065,-36.127241,139.602908,AFB59336-99E0-4C67-9997-0F5A5DF3A01C,2020-10-14,0,Boat,1065,,,,,,,,,
,,,,,,,1066,,,,,,,,,
,,,,,,,1067,,,,,,,,,
,,,,,,,1068,,,,,,,,,
,,,,,,,1069,,,,,,,,,
,,,,,,,1070,,,,,,,,,
,,,,,,,1071,,,,,,,,,
,,,,,,,1072,,,,,,,,,
,,,,,,,1073,,,,,,,,,
,,,,,,,1074,,,,,,,,,
,,,,,,,1075,,,,,,,,,
,,,,,,,1076,,,,,,,,,
,,,,,,,1077,,,,,,,,,
,,,,,,,1078,,,,,,,,,
,,,,,,,1079,,,,,,,,,
A–1080,-36.118052,139.599261,A55951C7-B96D-4151-9629-487EEFAE5470,2020-10-14,1,Boat,1080,,,,,,,,,
,,,,,,,1081,,,,,,,,,
,,,,,,,1082,,,,,,,,,
,,,,,,,1083,,,,,,,,,
,,,,,,,1084,,,,,,,,,
,,,,,,,1085,,,,,,,,,
,,,,,,,1086,,,,,,,,,
,,,,,,,1087,,,,,,,,,
,,,,,,,1088,,,,,,,,,
,,,,,,,1089,,,,,,,,,
,,,,,,,1090,,,,,,,,,
,,,,,,,1091,,,,,,,,,
,,,,,,,1092,,,,,,,,,
,,,,,,,1093,,,,,,,,,
,,,,,,,1094,,,,,,,,,
A–1040,-36.089229,139.599389,984C7ADD-829E-425C-909C-E5936D19A661,2020-10-14,0,Boat,1040,,,,,,,,,
,,,,,,,1041,,,,,,,,,
,,,,,,,1042,,,,,,,,,
,,,,,,,1043,,,,,,,,,
,,,,,,,1044,,,,,,,,,
,,,,,,,1045,,,,,,,,,
,,,,,,,1046,,,,,,,,,
,,,,,,,1047,,,,,,,,,
,,,,,,,1048,,,,,,,,,
,,,,,,,1049,,,,,,,,,
,,,,,,,1050,,,,,,,,,
,,,,,,,426,,,,,,,,,
,,,,,,,427,,,,,,,,,
,,,,,,,428,,,,,,,,,
,,,,,,,429,,,,,,,,,
A–1095,-36.107686,139.592334,A4B3B013-8F0E-4D58-AC5A-0875C4961EBB,2020-10-14,1,Boat,1095,,,,,,,,,
,,,,,,,1096,,,,,,,,,
,,,,,,,1097,,,,,,,,,
,,,,,,,1098,,,,,,,,,
,,,,,,,1099,,,,,,,,,
,,,,,,,1100,,,,,,,,,
,,,,,,,1001,,,,,,,,,
,,,,,,,1002,,,,,,,,,
,,,,,,,1003,,,,,,,,,
,,,,,,,1004,,,,,,,,,
,,,,,,,1005,,,,,,,,,
,,,,,,,1006,,,,,,,,,
,,,,,,,1007,,,,,,,,,
,,,,,,,1008,,,,,,,,,
,,,,,,,1009,,,,,,,,,
A–1103,-35.971265,139.52629,32196764-D18D-42E9-8203-D3DDCA7E5ABF,2020-10-15,1,Ambulatory,1103,,,,,,,,,
,,,,,,,1102,,,,,,,,,
,,,,,,,1110,,,,,,,,,
,,,,,,,1108,,,,,,,,,
,,,,,,,1109,,,,,,,,,
,,,,,,,1104,,,,,,,,,
,,,,,,,1105,,,,,,,,,
,,,,,,,1106,,,,,,,,,
,,,,,,,1107,,,,,,,,,
,,,,,,,1101,,,,,,,,,
,,,,,,,1246,,,,,,,,,
,,,,,,,1247,,,,,,,,,
,,,,,,,1248,,,,,,,,,
,,,,,,,1250,,,,,,,,,
,,,,,,,1249,,,,,,,,,
A–1125,-35.970129,139.524858,6C9C1140-3042-4A39-B1F5-55600C334B13,2020-10-15,0,Ambulatory,1125,0,0,1,0,0,0,0,0,0
,,,,,,,1124,0,0,0,0,0,0,0,0,0
,,,,,,,1123,0,0,0,0,0,0,0,0,0
,,,,,,,1122,0,1,2,0,0,0,0,0,0
,,,,,,,1121,0,0,0,0,0,0,0,0,0
,,,,,,,1120,0,2,1,0,0,0,0,0,0
,,,,,,,1119,0,0,1,0,0,0,0,0,0
,,,,,,,1118,0,0,0,0,0,0,0,0,0
,,,,,,,1117,0,1,0,0,0,0,0,0,0
,,,,,,,1116,0,0,0,0,0,0,0,0,0
,,,,,,,1115,0,0,0,0,0,0,0,0,0
,,,,,,,1114,0,0,3,0,0,0,0,0,0
,,,,,,,1113,0,1,0,0,0,0,0,0,0
,,,,,,,1112,0,0,2,0,0,0,0,0,0
,,,,,,,1111,0,0,0,0,0,0,0,0,0
A–1129,-35.967271,139.522631,0813C5EB-73A7-4FB2-872F-E111214B39D4,2020-10-15,0,Ambulatory,1129,0,0,3,0,0,0,0,0,0
,,,,,,,1128,0,2,2,0,0,0,0,0,0
,,,,,,,1127,0,0,2,0,0,0,0,0,0
,,,,,,,1126,0,1,8,0,0,0,0,0,0
,,,,,,,1131,0,1,0,0,0,0,0,0,0
A–1130,-35.966196,139.521418,C63712DE-0090-4AFB-8C5F-0E0C878E6F07,2020-10-15,0,Ambulatory,1130,0,0,0,0,0,0,0,0,0
,,,,,,,1162,0,0,0,0,0,0,0,0,0
,,,,,,,1161,0,0,0,0,0,0,0,0,0
,,,,,,,1160,0,0,0,0,0,0,0,0,0
,,,,,,,1159,0,0,0,0,0,0,0,0,0
A–1141,-35.968178,139.523111,E60A08B5-400E-4C72-8A91-55970C26ADF7,2020-10-15,0,Ambulatory,1141,,,,,,,,,
,,,,,,,1140,,,,,,,,,
,,,,,,,1139,,,,,,,,,
,,,,,,,1138,,,,,,,,,
,,,,,,,1137,,,,,,,,,
,,,,,,,1136,,,,,,,,,
,,,,,,,1135,,,,,,,,,
,,,,,,,1134,,,,,,,,,
,,,,,,,1133,,,,,,,,,
,,,,,,,1132,,,,,,,,,
A–1150,-35.785822,139.290614,40B5B2FF-8DF1-46B9-8B35-A752AFB733E6,2020-10-16,1,Ambulatory,1150,0.3013,0,0,0,0,0,167,0,2
,,,,,,,1149,0.4841,0,0,0,0,0,221,0,3
,,,,,,,1148,0.4043,0,0,0,1,0,190,0,1
,,,,,,,1147,0.337,0,0,0,1,0,227,0,1
,,,,,,,1146,0.1588,0,0,0,0,0,78,0,0
,,,,,,,1145,0.1751,0,0,0,1,0,113,0,0
,,,,,,,1144,0.3765,0,0,0,3,0,170,0,0
,,,,,,,1143,1.0434,0,0,0,2,0,269,0,4
,,,,,,,1156,0.3384,0,0,0,0,0,187,0,0
,,,,,,,1142,0.383,0,0,0,1,0,287,0,2
,,,,,,,1155,0.3078,0,0,0,0,0,181,0,0
,,,,,,,1153,0.0975,0,0,12,0,0,63,0,2
,,,,,,,1154,0.1783,0,0,7,0,0,149,0,0
,,,,,,,1152,0.2118,1,0,6,1,0,144,0,0
,,,,,,,1151,0.2118,0,0,1,1,0,166,0,0
A–1158,-35.961086,139.517143,64C5D41E-D43E-42FB-A2D4-FAEEDB85F221,2020-10-15,0,Ambulatory,1158,0,0,0,0,0,0,0,0,0
,,,,,,,1157,0,0,0,0,0,0,0,0,0
,,,,,,,1165,0,0,0,0,0,0,0,0,0
,,,,,,,1164,0,0,0,0,0,0,0,0,0
,,,,,,,1163,0,0,0,0,0,0,0,0,0
A–1175,-35.945571,139.497194,C09280F2-AF05-4AAE-A7A3-46400F723FDE,2020-10-15,0,Ambulatory,1175,0,0,0,0,0,0,0,0,0
,,,,,,,1174,0,0,0,0,0,0,0,0,0
,,,,,,,1173,0,1,0,0,0,0,0,0,0
,,,,,,,1172,0,0,0,0,0,0,0,0,0
,,,,,,,1171,0,0,0,0,0,0,0,0,0
A–1180,-35.91106,139.455449,0B1822C4-ADEF-4C9C-8447-61BF90B04B3B,2020-10-15,1,Ambulatory,1180,0,0,0,0,0,0,0,0,0
,,,,,,,1178,0,0,0,0,0,0,0,0,0
,,,,,,,1179,0,0,0,0,0,0,0,0,0
,,,,,,,1176,0.00233,0,18,0,0,0,10,0,0
,,,,,,,1177,,,,,,,,,
,,,,,,,1166,0,0,0,0,0,0,0,0,0
,,,,,,,1168,0,0,0,0,0,0,0,0,0
,,,,,,,1167,0,0,0,0,0,0,0,0,0
,,,,,,,1170,0,0,0,0,0,0,0,0,0
,,,,,,,1169,0,0,0,0,0,0,0,0,0
,,,,,,,1190,0.1719,0,0,0,0,0,303,0,112
,,,,,,,1189,0.0035,0,1,0,0,0,7,0,0
,,,,,,,1187,0,0,9,0,0,0,0,0,0
,,,,,,,1181,0.00138,0,1,0,0,0,3,0,1
,,,,,,,1182,0.02949,0,7,0,0,0,54,0,1
A–1200,-35.779619,139.284252,6EFD9039-D731-418A-8929-7AFCFA9CC1EB,2020-10-16,1,Ambulatory,1200,0.40814,1,0,1,1,0,322,0,47
,,,,,,,1199,0.52124,0,1,0,2,0,346,0,69
,,,,,,,1198,0.56384,5,0,1,3,0,398,0,62
,,,,,,,1197,0.33922,0,0,1,0,0,297,0,29
,,,,,,,1196,0.25703,0,0,1,2,0,280,0,18
,,,,,,,1195,0.4324,2,1,0,0,0,254,1,71
,,,,,,,1194,0.24842,1,0,1,2,0,289,0,14
,,,,,,,1193,0.47491,0,0,1,0,0,292,0,63
,,,,,,,1192,0.35615,6,0,1,2,0,456,1,34
,,,,,,,1191,0.51701,0,0,0,3,0,373,0,79
,,,,,,,1186,0.29266,1,0,0,0,0,164,0,29
,,,,,,,1185,0.49705,0,1,1,0,0,252,0,45
